,company_name,experience,location,skills,posted_at
398,rackspace technology,5 - 8 yrs,,"software engineering  ,  python  ,  ensemble  ,  sql  ,  security  ,  hadoop  ,  san  ,  problem solving  ,  team player  ,  machine learning",Posted few days ago
399,AMAZON INDIA PVT LTD,10 - 13 yrs,Hyderabad/Secunderabad,"hive  ,  program management  ,  storage  ,  software engineering  ,  big data  ,  oracle  ,  machine learning",Posted few days ago
400,ANTHEM BIOSCIENCES,0 - 3 yrs,Bengaluru / Bangalore,"molecular biology  ,  biology  ,  cell biology  ,  scientist  ,  biochemistry  ,  life sciences  ,  cloning",Posted few days ago
401,INSPIRATION MANPOWER,10 - 15 yrs,Bengaluru / Bangalore,"metadata  ,  bi  ,  data architecture  ,  business intelligence  ,  sql  ,  data structures  ,  data transformation  ,  etl  ,  pl  /  sql  ,  rdbms  ,  mobile  ,  data architect  ,  hyperion  ,  consultant  ,  dwh  ,  infrastructure  ,  informatica",Posted 3 days ago
402,"Saleem Khan
     (More Jobs)",0 - 3 yrs,"Bengaluru / Bangalore,  Belgaum,  Bellary,  Bidar,  Davanagere",Genuine offline data entry jobweekly payment,Posted few days ago
403,"Saleem Khan
     (More Jobs)",0 - 3 yrs,"Ahmednagar,  Akola,  Amravati,  Aurangabad,  Bhiwandi",No rejection work daily payout ad posting copy paste,"
Work from Home 
		    	"
404,"Saleem Khan
     (More Jobs)",0 - 3 yrs,"Bhilai-Durg,  Bilaspur,  Raipur,  Panjim/Panaji,  Vasco Da Gama",.Data administration Data Entry,"
Work from Home 
		    	"
405,"Saleem Khan
     (More Jobs)",0 - 3 yrs,"Ahmednagar,  Akola,  Amravati,  Aurangabad,  Bhiwandi",Earn Income for your Pocket Money with Online work as Part Time,"
Work from Home 
		    	"
406,"Saleem Khan
     (More Jobs)",0 - 3 yrs,"Hyderabad/Secunderabad,  Kolkata,  Mumbai,  Noida/Greater Noida,  Pune",Earn Income for your Pocket Money with Online work as Part Time,"
Work from Home 
		    	"
407,"Saleem Khan
     (More Jobs)",0 - 3 yrs,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Kolkata",We need motivated and hard working people to earn money,"
Work from Home 
		    	"
408,tech holding,2 - 3 yrs,Ahmedabad,"algorithms  ,  python  ,  orchestration  ,  natural language processing  ,  docker  ,  java  ,  apache",Posted few days ago
409,Paytm,0 - 3 yrs,Noida/Greater Noida,"visualization  ,  product roadmap  ,  user stories  ,  dashboards  ,  data visualization  ,  functional specifications  ,  data analysis  ,  mobile",Posted few days ago
410,Information Services Group,1 - 3 yrs,Bengaluru / Bangalore,"data analysis  ,  consulting  ,  data analyst  ,  database  ,  infrastructure  ,  advanced excel",Posted 2 days ago
411,Tata Communications Ltd,4 - 7 yrs,Bengaluru / Bangalore,"information technology  ,  program management  ,  user interaction  ,  graphics  ,  qa  ,  usability  ,  user acceptance testing  ,  e2e  ,  testing  ,  solution delivery  ,  user documentation  ,  individual contributor  ,  it architecture  ,  data mining  ,  test cases  ,  agile methodology  ,  system testing  ,  uat  ,  multimedia  ,  integration testing",Posted few days ago
412,HyreFox Consultants,0 - 3 yrs,Jaipur,"data analytics  ,  data analyst  ,   prioritize business",Posted 1 day ago
413,JOHN CRANE SEALING SYSTEMS INDIA PVT LTD,4 - 6 yrs,Bengaluru / Bangalore,"visualization  ,  bi  ,  sql  ,  data extraction  ,  security  ,  advanced excel  ,  data visualization  ,  data analysis  ,  data analytics  ,  ms access  ,  data reports  ,  data analyst",Posted 2 days ago
414,bekaert india technical center,5 - 8 yrs,Pune,"sql  ,  database  ,  data structures",Posted 4 days ago
415,ea games,4 - 7 yrs,Hyderabad/Secunderabad,"bi  ,  data warehousing  ,  java  ,  etl  ,  data engineer  ,  mobile  ,  business intelligence tools",Posted 1 day ago
416,Iron Systems Inc,15 - 18 yrs,"Delhi,  Delhi/NCR","visualization  ,  bi  ,  storage  ,  sql  ,  security  ,  data visualization  ,  data analytics  ,  data analysis  ,  infrastructure",Posted 3 days ago
417,Principal Financial Services Inc.,0 - 2 yrs,Pune,"visualization  ,  bi  ,  sql  ,  data science  ,  statistical modeling  ,  oracle  ,  data analytics  ,  sas  ,  consulting  ,  data analyst  ,  alteryx  ,  tableau",Posted 3 days ago
418,TERADATA INDIA PVT LTD,0 - 3 yrs,Mexico,"data analytics  ,  data analysis  ,  mx  ,  dashboards  ,  data analyst  ,  sql  ,  tableau  ,  data science  ,  data structures",Posted few days ago
419,PAGO Analytics,3 - 6 yrs,Hyderabad/Secunderabad,"fundamentals  ,  hive  ,  python  ,  storage  ,  business environment  ,  sql  ,  written communication  ,  hadoop  ,  big data",Posted 1 day ago
420,dun and bradstreet india pvt ltd,3 - 6 yrs,,"metadata  ,  storage  ,  sql  ,  security  ,  database  ,  etl  ,  data services  ,  data engineer  ,  data quality  ,  integration services  ,  ssis",Posted 6 days ago
421,dun and bradstreet india pvt ltd,3 - 6 yrs,,"metadata  ,  storage  ,  sql  ,  security  ,  database  ,  etl  ,  data services  ,  data engineer  ,  data quality  ,  integration services  ,  ssis",Posted 6 days ago
422,buck global llc,0 - 2 yrs,Pune,"visualization  ,  bi  ,  sql  ,  statistical modeling  ,  oracle  ,  data analytics  ,  sas  ,  consulting  ,  alteryx  ,  tableau",Posted 2 days ago
423,PAGO Analytics,3 - 6 yrs,Hyderabad/Secunderabad,"fundamentals  ,  hive  ,  python  ,  storage  ,  business environment  ,  sql  ,  written communication  ,  hadoop  ,  big data",Posted 2 days ago
424,Veeva Systems,0 - 3 yrs,Germany,"interpersonal skills  ,  Data Analyst  ,  communication",Posted few days ago
425,Uscreen,3 - 6 yrs,Bengaluru / Bangalore,"dashboards  ,  sql  ,  data visualization  ,  data analytics  ,  data analysis  ,  customer success  ,  mobile  ,  data analyst",Posted few days ago
426,Zoxima Solutions Pvt. Ltd.,3 - 8 yrs,,"reports  ,  Data Analysts  ,  MySQL",Posted few days ago
427,PEOPLE TECH ENTERPRISES PRIVATE LIMITED,3 - 6 yrs,Canada,"data engineer  ,  data warehousing  ,  data mapping  ,  sql  ,  data modeling  ,  etl",Posted few days ago
428,Allwyn Corporation,5 - 8 yrs,Philadelphia,"authoring  ,  sql  ,  java  ,  data structures  ,  python  ,  oracle  ,  nosql",Posted 4 days ago
429,The Edge Asia,5 - 8 yrs,"Mumbai,  Pune","visualization  ,  data analytics  ,  consulting  ,  bi  ,  dashboards  ,  security  ,  tableau  ,  data governance  ,  data visualization",Posted few days ago
430,zones corporate solutions,4 - 7 yrs,Noida/Greater Noida,"bi  ,  sql  ,  database management  ,  security  ,  big data  ,  crm  ,  director  ,  ms access",Posted 3 days ago
431,PAGO Analytics,3 - 6 yrs,Hyderabad/Secunderabad,"fundamentals  ,  hive  ,  python  ,  storage  ,  business environment  ,  sql  ,  written communication  ,  hadoop  ,  big data",Posted 3 days ago
432,TERADATA INDIA PVT LTD,2 - 3 yrs,Mexico,"pig  ,  java  ,  devops  ,  big data  ,  mx  ,  nosql  ,  groovy  ,  cassandra  ,  hive  ,  cloudera  ,  sql  ,  git  ,  linux  ,  telecom  ,  hadoop  ,  mongodb  ,  hbase  ,  sql development  ,  rdbms  ,  infrastructure",Posted 2 days ago
433,Infostretch Solution Pvt Ltd,2 - 8 yrs,,"data warehousing  ,  storage  ,  database  ,  uml  ,  mysql  ,  big data  ,  mongodb  ,  oracle  ,  nosql  ,  cassandra",Posted 6 days ago
434,Akzo Noble Pvt Ltd,0 - 2 yrs,Pune,"visualization  ,  business requirements  ,  advanced analytics  ,  data analytics  ,  alteryx  ,  bi  ,  data warehousing  ,  storage  ,  sql  ,  solution design  ,  bw  ,  rdbms  ,  solution architect  ,  spotfire  ,  tableau  ,  sql database",Posted 4 days ago
435,PAGO Analytics,3 - 6 yrs,Hyderabad/Secunderabad,"fundamentals  ,  hive  ,  python  ,  storage  ,  business environment  ,  sql  ,  written communication  ,  hadoop  ,  big data",Posted 4 days ago
436,CoWrks,0 - 3 yrs,Bengaluru / Bangalore,"data mining  ,  mining  ,  sql  ,   data analyst",Posted few days ago
437,HyreFox Consultants,0 - 3 yrs,Jaipur,"data analytics  ,  business requirements  ,  bi  ,  dashboards  ,  data analyst  ,  sql  ,  tableau",Posted few days ago
438,Larsen & Toubro Infotech Ltd,0 - 3 yrs,,"fundamentals  ,  data warehousing  ,  sql  ,  database  ,  security  ,  technology consulting  ,  pl  /  sql",Posted few days ago
439,TECHNOPARK TRIVANDRUM,5 - 8 yrs,Thiruvananthapuram,"intellij  ,  artificial intelligence  ,  api  ,  pl  /  sql  ,  big data  ,  python  ,  maven  ,  javascript  ,  nosql  ,  eclipse  ,  database programming  ,  cassandra  ,  scala  ,  bi  ,  data warehousing  ,  storage  ,  sql  ,  database  ,  git  ,  hadoop  ,  mongodb  ,  moodle",Posted 6 days ago
440,Triveni Engineering & Industries Ltd,2 - 6 yrs,"Surat,  Pune","sql  ,  database  ,  xml  ,  data structures  ,  big data",Posted few days ago
441,Cotocus,0 - 3 yrs,Bengaluru / Bangalore,"data analysis  ,  data analyst  ,  data visualization",Posted few days ago
442,TERADATA INDIA PVT LTD,8 - 11 yrs,,"bi  ,  data warehousing  ,  data architecture  ,  bo  ,  sql  ,  data modeling  ,  teradata  ,  qlikview  ,  project delivery  ,  data integration",Posted few days ago
443,Acuity Knowledge Partners,2 - 5 yrs,,"san  ,  data warehousing  ,  sql  ,  data quality  ,  data modeling  ,  data profiling",Posted few days ago
444,origin hr,7 - 10 yrs,Pune,"python  ,  c    ,  github  ,  java  ,  infrastructure  ,  devops  ,  sql",Posted 2 days ago
445,Nineleaps,7 - 10 yrs,Bengaluru / Bangalore,"data mining  ,  bi  ,  sql  ,  xml  ,  python  ,  javascript",Posted few days ago
446,ivy tech solutions,0 - 3 yrs,,"data quality  ,  information technology  ,  etl  ,  data integration",Posted few days ago
447,INSPIRATION MANPOWER,3 - 8 yrs,Bengaluru / Bangalore,"data engineer  ,  bi  ,  mobile  ,  sql  ,  oracle sql  ,  etl",Posted few days ago
448,advanced risk analytics private limited,0 - 3 yrs,Pune,"visualizing data  ,  data collection  ,  Flood data",Posted few days ago
449,krazy mantra hr solutions,7 - 10 yrs,Ahmedabad,"bi  ,  storage  ,  devops  ,  linux  ,  pl  /  sql  ,  cloud services  ,  infrastructure",Posted 4 days ago
450,CONNECTING 2 WORK,0 - 3 yrs,Thiruvananthapuram,"office equipment  ,  verbal communication  ,  word processing",Posted 4 days ago
451,lastminute.com group,3 - 5 yrs,Switzerland,"scala  ,  sql  ,  java  ,  big data  ,  python  ,  composer  ,  mobile  ,  team player  ,  infrastructure",Posted few days ago
452,apex jobs,0 - 3 yrs,Gurgaon,"macros  ,  data analytics  ,  data analysis  ,  sql  ,  tableau  ,  data visualization",Posted few days ago
453,toolyt,0 - 3 yrs,Bengaluru / Bangalore,"data mining  ,  sql  ,  xml  ,  sas  ,  information management  ,  javascript  ,  business objects",Posted few days ago
454,Veeva Systems,3 - 6 yrs,Washington DC,"bi  ,  sql  ,  unix scripting  ,  etl  ,  san  ,  data engineer  ,  data quality  ,  informatica",Posted few days ago
455,Nineleaps,0 - 3 yrs,Bengaluru / Bangalore,"hive  ,  rest api  ,  sql  ,  docker  ,  pig  ,  git  ,  java  ,  hadoop  ,  big data  ,  hbase  ,  python  ,  infrastructure",Posted few days ago
456,AugmatrixGo,5 - 10 yrs,Bengaluru / Bangalore,"good in DW  ,    BI Fundamentals  ,   Data QA",Posted few days ago
457,dun and bradstreet india pvt ltd,5 - 8 yrs,,"wordpress  ,  data mining  ,  nt  ,  bi  ,  sharepoint  ,  sql  ,  html  ,  big data  ,  c#  ,  python  ,  javascript  ,  nosql",Posted few days ago
458,INSPIRATION MANPOWER,3 - 7 yrs,Bengaluru / Bangalore,"bi  ,  mobile  ,  senior software engineer  ,  oracle sql  ,  sql",Posted 6 days ago
459,cibirix digital media,2 - 5 yrs,,"advanced analytics  ,  visualization  ,  data analytics  ,  bi  ,  dashboards  ,  data analyst  ,  sql  ,  tableau  ,  data visualization",Posted few days ago
460,Iqvia,0 - 3 yrs,Mexico,"problem solving  ,  exceptions  ,  sql  ,  database",Posted few days ago
461,Larsen & Toubro Infotech Ltd,0 - 3 yrs,,"python  ,  sql  ,  database  ,  unix",Posted few days ago
462,ADROIT LEARNING AND MANPOWER PVT LTD,7 - 10 yrs,Ahmedabad,"data analysis  ,  dashboards  ,  data analyst  ,  sql  ,  tableau  ,  infrastructure  ,  data visualization",Posted few days ago
463,HyreFox Consultants,5 - 8 yrs,Chennai,"data science  ,  data cleaning  ,  dashboards",Posted few days ago
464,CIGNEX Datamatics Technologies Pvt Ltd,10 - 13 yrs,Bengaluru / Bangalore,"fundamentals  ,  algorithms  ,  information technology  ,  sql  ,  git  ,  debugging  ,  software engineering  ,  data structures  ,  api  ,  mongodb  ,  adb  ,  hbase  ,  cloud services  ,  adf  ,  triggers  ,  nosql  ,  cassandra",Posted few days ago
465,Veeva Systems,2 - 3 yrs,Spain,"java  ,  apache  ,  devops  ,  san  ,  python  ,  machine learning  ,  forms",Posted few days ago
466,Veeva Systems,2 - 3 yrs,Germany,"java  ,  apache  ,  devops  ,  san  ,  python  ,  machine learning  ,  forms",Posted few days ago
467,innefu labs pvt. ltd.,4 - 6 yrs,"Delhi,  Delhi/NCR","procedures  ,  data collection  ,   Commercial activities",Posted few days ago
468,Veeva Systems,3 - 6 yrs,,"algorithms  ,  orchestration  ,  scala  ,  sql  ,  devops  ,  data structures  ,  san  ,  python  ,  reporting tools  ,  forms",Posted few days ago
469,Veeva Systems,3 - 6 yrs,Spain,"algorithms  ,  orchestration  ,  scala  ,  sql  ,  devops  ,  data structures  ,  san  ,  python  ,  reporting tools  ,  forms",Posted few days ago
470,RDA Labs,1 - 3 yrs,Bengaluru / Bangalore,"bi  ,  dashboards  ,  data analyst  ,  impact analysis  ,  analyst",Posted few days ago
471,Ipseity Group,1 - 3 yrs,Bhopal,"reports  ,  vb  ,  data collection  ,  xml  ,  procedures",Posted few days ago
472,TERADATA INDIA PVT LTD,2 - 5 yrs,Pakistan,"pig  ,  java  ,  devops  ,  big data  ,  nosql  ,  groovy  ,  cassandra  ,  hive  ,  cloudera  ,  sql  ,  git  ,  linux  ,  telecom  ,  hadoop  ,  mongodb  ,  hbase  ,  sql development  ,  rdbms  ,  infrastructure",Posted few days ago
473,BARCODE INDIA LTD,4 - 7 yrs,Gurgaon,"algorithms  ,  data mining  ,  bi  ,  sql  ,  apache  ,  xml  ,  hadoop  ,  technical skills  ,  python  ,  oracle  ,  sas  ,  javascript  ,  written communication  ,  business objects",Posted few days ago
474,HyreFox Consultants,0 - 3 yrs,Jaipur,"excel  ,  reports  ,  reporting  ,  monthly reports",Posted few days ago
475,Cambium Networks,4 - 7 yrs,Bengaluru / Bangalore,"salesforce  ,  pmp  ,  mysql  ,  big data  ,  bi  ,  boomi  ,  sql  ,  technical skills  ,  infrastructure",Posted few days ago
476,TandA HR Solutions,2 - 5 yrs,Mohali,"sas  ,  data mining  ,  javascript  ,  sql  ,  business objects  ,  xml",Posted few days ago
477,tcg digital solutions pvt ltd,3 - 5 yrs,Kolkata,"data analytics  ,  functional analysis  ,  predictive analytics  ,  data science  ,  solution design",Posted few days ago
478,menorah personnel management india pvt ltd,0 - 3 yrs,Thiruvananthapuram,"dba  ,  oracle dba  ,  Data Modeler",Posted few days ago
479,mattsenkumar ( hyperquality ),1 - 3 yrs,Bengaluru / Bangalore,"scala  ,  data warehousing  ,  storage  ,  java  ,  iam  ,  postgresql  ,  mysql  ,  hadoop  ,  big data  ,  mongodb  ,  python  ,  access management  ,  nosql  ,  amazon s3  ,  cassandra  ,  written communication  ,  infrastructure",Posted few days ago
480,alliance recruitment agency,4 - 8 yrs,Mumbai,"algorithms  ,  storage  ,  t-sql  ,  sql  ,  data extraction  ,  software engineering  ,  python  ,  os  ,  machine learning  ,  infrastructure",Posted few days ago
481,AJANTA SOYA LIMITED,0 - 3 yrs,"Delhi,  Delhi/NCR","google search  ,   Vendor searches  ,    data collection",Posted few days ago
482,TandA HR Solutions,3 - 5 yrs,Mohali,"functionaltesting  ,  performance testing  ,  bi  ,  sql  ,  security  ,  system integration  ,  writing  ,  data warehouse testing  ,  sql queries  ,  integration testing  ,  validation testing",Posted few days ago
483,INSPIRATION MANPOWER,4 - 8 yrs,Bengaluru / Bangalore,"python  ,  bi  ,  mobile  ,  machine learning  ,  artificial intelligence  ,  sql",Posted few days ago
484,INSPIRATION MANPOWER,4 - 10 yrs,Bengaluru / Bangalore,"python  ,  bi  ,  mobile  ,  microsoft azure  ,  machine learning  ,  sql  ,  database",Posted few days ago
485,YuktaMedia LLP,0 - 2 yrs,Pune,"Information Systems  ,   Computer Science  ,   Computer Engineering  ,  Software Engineering",Posted few days ago
486,Hexanika,0 - 3 yrs,Pune,"test data  ,  sql queries  ,  testing  ,  sql",Posted few days ago
487,barracuda networks india pvt ltd,5 - 8 yrs,,"system administration  ,  database  ,  security  ,  java  ,  linux  ,  cloud computing  ,  python  ,  os  ,  windows  ,  javascript",Posted few days ago
488,Veeva Systems,3 - 6 yrs,,"algorithms  ,  orchestration  ,  scala  ,  sql  ,  devops  ,  data structures  ,  san  ,  python  ,  reporting tools  ,  forms",Posted few days ago
489,savitr software services pvt ltd,4 - 7 yrs,Hyderabad/Secunderabad,"hive  ,  github  ,  python  ,  scala  ,  sql  ,  docker  ,  java  ,  hadoop  ,  big data",Posted few days ago
490,TandA HR Solutions,1 - 2 yrs,Chandigarh,"python  ,  bi  ,  data warehousing  ,  sql  ,  debugging  ,  sql database",Posted few days ago
491,CROSSROAD ELF DSS PRIVATE LIMITED,0 - 3 yrs,Bengaluru / Bangalore,"algorithms  ,  data mining  ,  bi  ,  storage  ,  sql  ,  software engineering  ,  python  ,  oracle",Posted few days ago
492,CMOTS INTERNET TECHNOLOGIES PVT LTD,0 - 2 yrs,Chennai,"MS-Excel   ,  ABBY Fine Reader OCR  ,   zoning   ,   data dissemination  ,   maintenance .",Posted few days ago
493,BUSISOL SOURCING INDIA PVT. LTD,0 - 3 yrs,Mumbai,"charts  ,  data mining  ,  formulas  ,  relational database  ,  sql server  ,  reporting services",Posted few days ago
494,menorah personnel management india pvt ltd,6 - 10 yrs,Bengaluru / Bangalore,"Data Engineer  ,  Manages computer systems  ,  manage multiple assignments",Posted few days ago
495,HyreFox Consultants,4 - 7 yrs,Bengaluru / Bangalore,"storage  ,  database  ,  adf  ,  python  ,  cl  ,  sql scripting  ,  sql database",Posted few days ago
496,Sagarsoft,5 - 8 yrs,Hyderabad/Secunderabad,"hive  ,  python  ,  oracle  ,  scala  ,  sql  ,  debugging  ,  sqoop",Posted few days ago
497,alliance recruitment agency,4 - 6 yrs,Anand,"hive  ,  python  ,  problem solving  ,  big data  ,  sql",Posted few days ago
498,alliance recruitment agency,4 - 6 yrs,Ahmedabad,"hive  ,  python  ,  problem solving  ,  big data  ,  sql",Posted few days ago
499,nvish solutions,2 - 3 yrs,Chandigarh,"rdbms  ,  cassandra  ,  big data  ,  solution designer  ,  nosql",Posted few days ago
